Component Report,,,,,,,,
Total Components:  1166,,,,,,,,
REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
C349,CC_C0805_22UF,22uF,,C0805,-544.47,1571.96,0,NO
C350,CC_C0402_27PF,27pF,,C0402,-539.78,1006.91,90,NO
C351,CC_C0402_27PF,27pF,,C0402,-538.1,1090.02,270,NO
C352,CC_C0402_1UF,1uF,,C0402,-514.28,2849.11,180,NO
C353,CC_C0201_100NF,100nF,,C0201,-513.5,2749.57,90,NO
C354,CC_C0402_1UF,1uF,,C0402,-509.69,1631.85,0,NO
C355,CC_C0201_100NF,100nF,,C0201,-501.99,1258.27,180,NO
C356,CC_C0201_100NF,100nF,,C0201,-539.39,1247.99,90,NO
C357,CC_C0201_100NF,100nF,,C0201,-501.99,1137.06,180,NO
C358,CC_C0201_100NF,100nF,,C0201,-494.95,982.17,270,NO
C359,CC_C0201_100NF,100nF,,C0201,-483.5,2749.57,90,NO
C360,CC_C0603_4.7UF,4.7uF,,C0603,-454.14,2896.74,180,NO
C361,CC_C0201_100NF,100nF,,C0201,-453.5,2749.57,90,NO
C362,CC_C0402_1UF,1uF,,C0402,-440.14,2849.17,180,NO
C363,CC_C0402_1UF,1uF,,C0402,-426.85,1631.96,180,NO
C364,CC_C0603_4.7UF,4.7uF,,C0603,-416.3,1565.35,180,NO
C365,CC_C0603_4.7UF,4.7uF,,C0603,-380,2743,180,NO
C366,CC_C0402_1UF,1uF,,C0402,-373.83,2875.14,90,NO
C367,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,-365.36,1626.97,90,NO
C368,CC_C0201_220NF,220nF,,C0201,-283.5,2778.32,90,NO
C369,CC_C0805_22UF,22uF,,C0805,-283.3,2892.28,180,NO
C370,CC_C0402_1UF,1uF,,C0402,-268.83,1630.25,0,NO
C371,CC_C0201_100NF,100nF,,C0201,-274.64,928.31,270,NO
C372,CC_C0603_4.7UF,4.7uF,,C0603,-262.12,1575.08,0,NO
C373,CC_C0201_220NF,220nF,,C0201,-254.5,2778.32,90,NO
C374,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,-246.67,1509.75,90,NO
C375,CC_C0201_220NF,220nF,,C0201,-224.1,2778.32,90,NO
C376,CC_C0402_470NF,470nF,,C0402,-208.17,1508.75,270,NO
C377,CC_C0201_220NF,220nF,,C0201,-194.1,2778.32,90,NO
C378,CC_C0402_1UF,1uF,,C0402,-165.83,1628.25,0,NO
C379,CC_C0603_4.7UF,4.7uF,,C0603,-146.28,1575.7,0,NO
C380,CC_C0201_100NF,100nF,,C0201,-228.25,928.2,270,NO
C381,CC_C0201_100NF,100nF,,C0201,-93.39,1466.03,90,NO
C382,CC_C0603_4.7UF,4.7uF,,C0603,-86.8,2816.71,180,NO
C383,CC_C0402_1UF,1uF,,C0402,-75.16,2766.2,180,NO
C384,CC_C0201_100NF,100nF,,C0201,39,564,0,NO
C385,CC_C0201_100NF,100nF,,C0201,-49.61,929.28,270,NO
C386,CC_C0402_1UF,1uF,,C0402,-40.83,1587.25,0,NO
C387,CC_C0805_22UF,22uF,,C0805,-16.83,1530.25,0,NO
C388,CT_AVX_C_150UF,150uF,,AVX_C,75,740,90,NO
C389,CC_C0603_4.7UF,4.7uF,,C0603,32.56,2814.6,180,NO
C390,CC_C0402_1UF,1uF,,C0402,41.3,2764.59,180,NO
C391,CC_C0402_470NF,470nF,,C0402,71.25,1458.83,0,NO
C392,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,72.75,1588.17,0,NO
C393,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,74.75,1416.17,180,NO
C394,CC_C0201_100NF,100nF,,C0201,27.76,1126.43,90,NO
C395,CC_C0402_470NF,470nF,,C0402,109.17,2788.25,90,NO
C396,CC_C0201_100NF,100nF,,C0201,109.61,2851.18,90,NO
C397,CC_C0201_100NF,100nF,,C0201,34,1313.13,0,NO
C398,CC_C0201_100NF,100nF,,C0201,35,1261.13,0,NO
C399,CC_C0402_1UF,1uF,,C0402,117.27,1342.22,270,NO
C400,CC_C0402_1UF,1uF,,C0402,139.44,1574.25,180,NO
C401,CC_C0603_4.7UF,4.7uF,,C0603,142.17,1509.25,180,NO
C402,CC_C0201_100NF,100nF,,C0201,-117.33,928.97,270,NO
C403,CC_C0402_470NF,470nF,,C0402,166.17,2788.25,90,NO
C404,CC_C0402_470NF,470nF,,C0402,166.75,2859.73,90,NO
C405,CC_C0805_10UF,10uF,,C0805,214,823,90,NO
C406,CC_C0402_100NF,100nF,,C0402,-1541.9,833,0,NO
C407,CC_C0805_10UF,10uF,,C0805,133.26,1115.96,90,NO
C408,CC_C0201_100NF,100nF,,C0201,195,735,180,NO
C409,CC_C0201_100NF,100nF,,C0201,199.18,1302.43,180,NO
C410,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,219.22,2868.37,270,NO
C411,CC_C0402_470NF,470nF,,C0402,225.17,2789.25,90,NO
C412,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,231.55,1562.67,90,NO
C413,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,282.17,1563.93,90,NO
C414,CC_C0201_100NF,100nF,,C0201,200.46,1117.22,180,NO
C415,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,293.17,2779.25,90,NO
C416,CC_EMIFIL_3P_EMIFIL_0603_3P_10U,10uF,,EMIFIL_0603_3P,300.6,2866.52,180,NO
C417,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,323.17,1674.25,180,NO
C418,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,332.17,1563.93,90,NO
C419,CC_C0201_100NF,100nF,,C0201,367.5,2970.74,270,NO
C420,CC_C0402_1UF,1uF,,C0402,373.6,2569.32,270,NO
C421,CC_C0603_4.7UF,4.7uF,,C0603,-731,860,90,YES
C422,CC_EMIFIL_3P_EMIFIL_0603_3P_10U,10uF,,EMIFIL_0603_3P,382.17,1548.25,90,NO
C423,CC_C0402_470NF,470nF,,C0402,387.17,2783.25,0,NO
C424,CC_C0402_470NF,470nF,,C0402,387.17,2708.25,0,NO
C425,CC_C0402_470NF,470nF,,C0402,387.17,2633.25,0,NO
C426,CC_EMIFIL_3P_EMIFIL_0603_3P_10U,10uF,,EMIFIL_0603_3P,408.17,2866.25,180,NO
C427,CC_C0603_4.7UF,4.7uF,,C0603,426.81,2550.42,270,NO
C428,CC_C0402_470NF,470nF,,C0402,428.17,2169.25,0,NO
C429,CC_C0402_470NF,470nF,,C0402,428.17,2069.25,0,NO
C430,CC_C0402_470NF,470nF,,C0402,428.17,1819.25,0,NO
C431,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,428.17,1674.25,180,NO
C432,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,447.05,1481.17,90,NO
C433,CC_C0201_100NF,100nF,,C0201,-911.5,1130.03,90,NO
C434,CC_C0805_10UF,10uF,,C0805,465.26,2959.5,0,NO
C435,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,475.17,2784.25,180,NO
C436,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,475.17,2709.25,180,NO
C437,CC_EMIFIL_3P_EMIFIL_0603_3P_10U,10uF,,EMIFIL_0603_3P,487.87,2639.3,180,NO
C438,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,496.27,1480.75,270,NO
C439,CC_C0201_100NF,100nF,,C0201,556.46,1398.06,180,NO
C440,CC_C0201_100NF,100nF,,C0201,498.67,542.82,180,NO
C441,CC_EMIFIL_3P_EMIFIL_0603_3P_10U,10uF,,EMIFIL_0603_3P,545.36,2865.98,180,NO
C442,CC_C0402_470NF,470nF,,C0402,547.75,1482.17,270,NO
C443,CC_C0805_10UF,10uF,,C0805,564.23,593.69,0,NO
C444,CC_EMIFIL_3P_EMIFIL_0603_3P_10U,10uF,,EMIFIL_0603_3P,563.54,2734.12,90,NO
C445,CC_C0201_100NF,100nF,,C0201,577.14,647.45,0,NO
C446,CC_C0805_22UF,22uF,,C0805,620.94,1354.46,270,NO
C447,CC_C0805_22UF,22uF,,C0805,621.85,1217.27,90,NO
C448,CC_C0402_470NF,470nF,,C0402,607.35,1483.17,270,NO
C449,CC_C0201_100NF,100nF,,C0201,627.18,647.45,180,NO
C450,CC_C0402_470NF,470nF,,C0402,646.75,1482.17,270,NO
C451,CC_C0402_470NF,470nF,,C0402,668.17,1574.25,0,NO
C452,CC_C0402_470NF,470nF,,C0402,691.25,2385.87,180,NO
C453,CC_C0603_2.2UF,2.2uF,,C0603,697,921,0,NO
C454,CC_EMIFIL_3P_EMIFIL_0603_3P_10U,10uF,,EMIFIL_0603_3P,706.75,1478.17,90,NO
C455,CC_C0402_220PF,220pF,,C0402,751.15,1364.69,0,NO
C456,CC_C0201_100NF,100nF,,C0201,696.88,1175.04,270,NO
C457,CC_C0402_470NF,470nF,,C0402,753.17,1574.25,0,NO
C458,CC_C1210_100UF,100uF,,C1210,760.7,730.67,270,NO
C459,CC_C0201_100NF,100nF,,C0201,771,849,180,NO
C460,CC_C0201_10NF,10nF,,C0201,776.25,2340.87,180,NO
C461,CC_EMIFIL_3P_EMIFIL_0603_3P_10U,10uF,,EMIFIL_0603_3P,781.75,1478.17,90,NO
C462,CC_C0201_100NF,100nF,,C0201,835,2967.69,0,NO
C463,CC_C0402_1UF,1uF,,C0402,838.17,1574.25,0,NO
C464,CC_C1206_47UF,47uF,,C1206,912.28,1508,0,NO
C465,CC_C1206_47UF,47uF,,C1206,912.28,1417.16,0,NO
C466,CC_C0402_470NF,470nF,,C0402,928.17,1574.25,0,NO
C467,CC_C1210_100UF,100uF,,C1210,1018,790.54,180,NO
C468,CC_C0201_10NF,10nF,,C0201,1018.17,1574.25,0,NO
C469,CC_C0402_470NF,470nF,,C0402,1026.25,2385.87,180,NO
C470,CC_C0402_470NF,470nF,,C0402,1045.17,1630.25,270,NO
C471,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,1091.17,1635.25,90,NO
C472,CC_C0201_100NF,100nF,,C0201,1113.17,2375.25,90,NO
C473,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,1128.17,1959.25,90,NO
C474,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,1140.17,1635.25,90,NO
C475,CC_C0402_470NF,470nF,,C0402,1142.17,1781.25,270,NO
C476,CC_C0805_10UF,10uF,,C0805,1153.17,2129.25,270,NO
C477,CC_EMIFIL_3P_EMIFIL_0402_3P_1UF,1uF,,EMIFIL_0402_3P,1168.17,2374.25,90,NO
C478,CC_C0201_100NF,100nF,,C0201,1201,921,90,NO
C479,CC_EMIFIL_3P_EMIFIL_0603_3P_10U,10uF,,EMIFIL_0603_3P,1212.17,1651.25,90,NO
C480,CC_C0201_100NF,100nF,,C0201,1231,921,90,NO
C481,CC_C0201_100NF,100nF,,C0201,1248.89,2532.39,0,NO
C482,CC_C0603_2.2UF,2.2uF,,C0603,1320.19,1449.72,180,NO
C483,CC_C0603_2.2UF,2.2uF,,C0603,1320.19,1384.72,180,NO
C484,CC_C0603_2.2UF,2.2uF,,C0603,1320.19,1322.56,180,NO
C485,CC_C0603_2.2UF,2.2uF,,C0603,1320.19,1262.56,180,NO
C486,CC_C0603_2.2UF,2.2uF,,C0603,1320.19,1205.52,180,NO
C487,CC_C0603_2.2UF,2.2uF,,C0603,1320.19,1147.56,180,NO
C488,CC_C0805_10UF,10uF,,C0805,1360,724,90,NO
C489,CC_C0603_2.2UF,2.2uF,,C0603,1403.1,2550.95,180,NO
C490,CC_C0603_2.2UF,2.2uF,,C0603,1403.1,2493.95,180,NO
C491,CC_C0603_2.2UF,2.2uF,,C0603,1403.1,2433.95,180,NO
C492,CC_C0603_2.2UF,2.2uF,,C0603,1403.1,2373.95,180,NO
C493,CC_C0603_2.2UF,2.2uF,,C0603,1403.1,2316.95,180,NO
C494,CC_C0603_2.2UF,2.2uF,,C0603,1403.1,2260.41,180,NO
C495,CC_C0402_4.7NF,4.7nF,,C0402,1425,1970,90,NO
C496,CC_C0201_100NF,100nF,,C0201,1427,2914,0,NO
C497,CC_C0805_10UF,10uF,,C0805,1431,2862,0,NO
C498,CC_C0201_10NF,10nF,,C0201,1437,821,90,NO
C499,CC_C0402_1UF,1uF,,C0402,1470,825,90,NO
C500,CC_C1206_47UF,47uF,,C1206,1487.16,957.75,0,NO
C501,CC_C0805_10UF,10uF,,C0805,1501.73,1542.1,0,NO
C502,CC_C0805_10UF,10uF,,C0805,1502.29,1047.27,0,NO
C503,CC_C1206_47UF,47uF,,C1206,1509.19,1628.32,0,NO
C504,CC_C0402_10PF,10pF,,C0402,1546.08,1970,270,NO
C505,CC_C1206_47UF,47uF,,C1206,1551.52,2730.48,0,NO
C506,CC_C1206_47UF,47uF,,C1206,1560.81,2062.68,0,NO
C507,CC_C0805_10UF,10uF,,C0805,1575.39,2900.79,180,NO
C508,CC_C0805_10UF,10uF,,C0805,1582.1,2645.95,0,NO
C509,CC_C0805_10UF,10uF,,C0805,1583.1,2147.95,0,NO
C510,CC_C0201_100NF,100nF,,C0201,1975,1863,90,YES
C511,CC_C0201_100NF,100nF,,C0201,1617.34,2974.49,180,NO
C512,CC_C0805_10UF,10uF,,C0805,1641.73,1542.1,180,NO
C513,CC_C0805_10UF,10uF,,C0805,1656.75,1045.42,180,NO
C514,CC_C1206_47UF,47uF,,C1206,1686.78,957.29,180,NO
C515,CC_C1206_47UF,47uF,,C1206,1713.82,1626.95,180,NO
C516,CC_C0805_10UF,10uF,,C0805,1723.1,2644.95,180,NO
C517,CC_C0805_10UF,10uF,,C0805,1736.1,2147.95,180,NO
C518,CC_C1206_47UF,47uF,,C1206,1754,2731.45,180,NO
C519,CC_C1206_47UF,47uF,,C1206,1760.81,2062.68,180,NO
C520,CC_C0201_100NF,100nF,,C0201,1854,1872,90,YES
C521,CC_C0805_10UF,10uF,,C0805,1840.59,1331.38,90,NO
C522,CC_C0201_100NF,100nF,,C0201,1842,3095.41,90,NO
C523,CC_C0201_100NF,100nF,,C0201,1913,2853,270,NO
C524,CC_C1206_47UF,47uF,,C1206,1925.59,1347.38,90,NO
C525,CC_C0805_10UF,10uF,,C0805,1927.1,2433.95,90,NO
C526,CC_C0805_10UF,10uF,,C0805,1959,2918,180,NO
C527,CC_C0402_12PF,12pF,,C0402,1989.35,2734.84,270,NO
C528,CC_C1206_47UF,47uF,,C1206,2019.8,2460.03,90,NO
C529,CC_C0402_12PF,12pF,,C0402,2043.62,2597.48,180,NO
C530,CC_C0201_100NF,100nF,,C0201,2044,2908,90,NO
C531,CC_C0201_220NF,220nF,,C0201,-501.97,1189.5,0,NO
C532,CC_C0201_220NF,220nF,,C0201,-501.97,1163.5,0,NO
C533,CC_C0201_220NF,220nF,,C0201,-330.5,928.97,270,NO
C534,CC_C0201_220NF,220nF,,C0201,-302.5,928.97,270,NO
C535,CC_C0201_220NF,220nF,,C0201,-172.5,928.97,270,NO
C536,CC_C0201_220NF,220nF,,C0201,-144.5,928.97,270,NO
C537,CC_C0201_220NF,220nF,,C0201,-44.5,2711.03,270,YES
C538,CC_C0201_220NF,220nF,,C0201,-71.5,2711.03,270,YES
C539,CC_C0201_10NF,10nF,,C0201,-756.5,1141.03,90,NO
C540,CC_C0201_100NF,100nF,,C0201,362.03,1126.5,0,NO
C541,CC_C0402_1UF,1uF,,C0402,488.05,1245.5,0,NO
C542,CC_C0201_100NF,100nF,,C0201,487.03,1279.5,0,NO
C543,CC_C0603_4.7UF,4.7uF,,C0603,520.07,1351.5,0,NO
C544,CC_C0201_10NF,10nF,,C0201,189.5,1260.97,270,NO
C545,CC_C0201_100NF,100nF,,C0201,1684.03,886.5,0,NO
C546,CC_C1210_4.7UF,4.7uF,,C1210,1866.5,766.75,90,NO
C547,CC_C0201_100NF,100nF,,C0201,1897.75,632.5,0,NO
C548,CC_C0201_33PF,33pF,,C0201,839,797,270,YES
C549,CC_C0805_10UF,10uF,,C0805,489.42,966.55,0,YES
C550,CC_C0201_100NF,100nF,,C0201,666.58,973.45,180,YES
C551,CC_C0805_10UF,10uF,,C0805,301.42,966.55,0,YES
C552,CC_C0201_100NF,100nF,,C0201,401.45,966.55,90,YES
C553,CC_C0805_10UF,10uF,,C0805,-1097.45,956.58,270,YES
C554,CC_C0201_100NF,100nF,,C0201,-1373.58,907.55,0,YES
C555,CC_C0805_10UF,10uF,,C0805,-1538.45,970.42,270,NO
C556,CC_C0201_100NF,100nF,,C0201,-1479.55,1067.58,90,NO
C557,CC_C1206_1NF,1nF,,C1206,671.55,253.58,270,YES
D1,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,1956.98,1525.64,90,YES
D2,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,1909.5,1525.64,90,YES
D3,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,1848.36,953.15,180,YES
D4,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,1848.36,916.5,180,YES
D5,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,1383.2,554,270,YES
D6,TPD1E05U06DPY_D0402_1C2A_TPD1E0,TPD1E05U06DPYR,,D0402_1C2A,547.97,670.47,270,YES
D7,BZX84C6V8LT1G_SOT23_6.8V,6.8V,,SOT23,515.64,2787.53,180,YES
D8,TPD1E05U06DPY_D0402_1C2A_TPD1E0,TPD1E05U06DPYR,,D0402_1C2A,489.41,670.47,270,YES
D9,TPD1E05U06DPY_D0402_1C2A_TPD1E0,TPD1E05U06DPYR,,D0402_1C2A,432.5,670.47,270,YES
D10,TPD1E05U06DPY_D0402_1C2A_TPD1E0,TPD1E05U06DPYR,,D0402_1C2A,377.5,670.47,270,YES
D11,TPD1E05U06DPY_D0402_1C2A_TPD1E0,TPD1E05U06DPYR,,D0402_1C2A,327.5,670.47,270,YES
D12,TPD1E05U06DPY_D0402_1C2A_TPD1E0,TPD1E05U06DPYR,,D0402_1C2A,272.5,670.47,270,YES
D13,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,-238.8,769.03,90,YES
D14,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,-317.92,769.03,90,YES
D15,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,-398.29,769.03,90,YES
D16,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,-478.07,769.03,90,YES
D17,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,-558.59,769.03,90,YES
D18,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,-637.61,769.03,90,YES
D19,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-741,776,0,YES
D20,D_DO_214AC_SMA_B130L-13-F,B130L-13-F,,DO_214AC_SMA,-1632.95,1102.5,180,NO
D21,D_DO_214AC_SMA_B130L-13-F,B130L-13-F,,DO_214AC_SMA,-1410,985,0,YES
D22,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1577.98,2151.73,90,NO
D23,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1174.5,2455.77,90,NO
D24,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1155.5,1118.85,90,NO
D25,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1148.03,2630.9,180,NO
D26,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1148.03,2590.9,180,NO
D27,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1148.03,2545.9,180,NO
D28,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1148.03,2371.9,180,NO
D29,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1148.03,2331.26,180,NO
D30,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1121.89,1294.5,180,NO
D31,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1058.31,1175.5,0,NO
D32,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1058.23,1135.5,0,NO
D33,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-996.81,1389.5,180,NO
D34,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-891.35,1175.5,0,NO
D35,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-855.5,1351.73,90,NO
D36,TPD1E05U06DPY_D0402_1C2A_TPD1E0,TPD1E05U06DPYR,,D0402_1C2A,292,589,90,NO
D37,TPD1E05U06DPY_D0402_1C2A_TPD1E0,TPD1E05U06DPYR,,D0402_1C2A,341.5,589,90,NO
D38,TPD1E05U06DPY_D0402_1C2A_TPD1E0,TPD1E05U06DPYR,,D0402_1C2A,407,589,90,NO
D39,TPD1E05U06DPY_D0402_1C2A_TPD1E0,TPD1E05U06DPYR,,D0402_1C2A,457,589,90,NO
D40,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,704.29,1086.09,0,NO
D41,D_SCHOTTKY_SOD_323_PMEG3010CEJ,PMEG3010CEJ,,SOD_323,710,978,0,NO
D42,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,2006.44,3153.4,90,NO
D43,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,1386.5,519.03,90,NO
D44,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,1554.5,519.03,90,NO
D45,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,1546,554,270,YES
D46,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,1461,554,270,YES
D47,ESD122DMX_X2SON3_0D3_0_6X1X0_4M,ESD122DMXR,,X2SON3_0D3_0_6X1X0_4MM,1786.03,534.5,0,NO
D48,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1541.9,794.5,180,NO
D49,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1541.9,756.5,180,NO
D50,D_SCHOTTKY_SOD_323_PMEG3010CEJ,PMEG3010CEJ,,SOD_323,1958,2092,180,YES
D51,D_SCHOTTKY_SOD_323_PMEG3010CEJ,PMEG3010CEJ,,SOD_323,1958,2149,180,YES
D52,DIODE TVS BI-DIR_D0402_TPD1E1B0,TPD1E1B04DPYR,,D0402,-1511,2718,90,YES
FL1,FB_L0603_120R,120R,,L0603,1384,2326,0,YES
FL2,FB_L0603_120R,120R,,L0603,781.46,2474.96,270,YES
FL3,FB_L0603_120R,120R,,L0603,300.73,2817.7,0,YES
FL4,FB_L0603_120R,120R,,L0603,220.36,1434.74,270,YES
FL5,FB_L0603_120R,120R,,L0603,-23.25,1459.17,0,YES
FL6,FB_L0603_120R,120R,,L0603,-159.83,1488.25,270,YES
FL7,FB_L0603_120R,120R,,L0603,-293.83,1487.25,270,YES
FL8,FB_L0603_120R,120R,,L0603,-1474.5,1480.55,270,NO
FL9,FB_L0603_120R,120R,,L0603,463.5,1164.75,90,NO
FL10,FB_L0603_120R,120R,,L0603,-962.69,1248.29,90,NO
FL11,FB_L0603_120R,120R,,L0603,520.5,1164.75,90,NO
FL12,FB_L0603_120R,120R,,L0603,-750.5,1250.45,90,NO
FL13,FB_L0603_120R,120R,,L0603,-542.69,1500.59,180,NO
FL14,FB_L0603_120R,120R,,L0603,-525.82,2802.52,0,NO
FL15,FB_L0603_120R,120R,,L0603,-416.44,1506.04,0,NO
FL16,FB_L0603_120R,120R,,L0603,-293.83,1487.25,90,NO
FL17,FB_L0603_120R,120R,,L0603,-280.02,2962.5,0,NO
FL18,FB_L0603_120R,120R,,L0603,-159.83,1488.25,90,NO
FL19,FB_L0603_120R,120R,,L0603,-85,2875,0,NO
FL20,FB_L0603_120R,120R,,L0603,-23.25,1459.17,180,NO
FL21,FB_L0603_120R,120R,,L0603,35,2875,0,NO
FL22,FB_L0603_120R,120R,,L0603,198.53,1345.5,0,NO
FL23,FB_L0603_120R,120R,,L0603,199.17,1445.25,180,NO
FL24,FB_L0603_120R,120R,,L0603,231.55,1073.5,180,NO
FL25,FB_L0603_120R,120R,,L0603,303,1434,90,NO
FL26,FB_L0603_120R,120R,,L0603,485.16,2550.42,90,NO
J1,HEADER_4+2P_HEADER4_2P_1D25_SMD,Header 4P 1.25MM,,HEADER4_2P_1D25_SMD_10X5_3X3_6MM,-1627.5,803.85,270,NO
J2,SIP3_CON3B35X60_B3B-ZR(LF)(SN),B3B-ZR(LF)(SN),,CON3B35X60,2056.24,1122.62,270,YES
J3,SIP3_CON3B35X60_B3B-ZR(LF)(SN),B3B-ZR(LF)(SN),,CON3B35X60,2056.24,827,270,YES
J4,PCIE_M.2_KEY E_75PIN_CON_MINIPE,AS0BC27-S40BE-7H,,CON_MINIPEX_067_SMT_RA_M2_KEYE_C,1672.36,3036.74,0,YES
J5,USB3.0_TYPE C_24+4P_USB_MTCONN_,UBF31-2347-1,,USB_MTCONN_UBF31-2347-1,1472.9,475.74,0,YES
J6,POWER JACK_CONN3-PWR-DC630_DC63,DC630-20D01,,CONN3-PWR-DC630,1018.14,572.85,90,YES
J7,MINI DISPLAY PORT_20PIN_DP20_0D,3VM11201-D730-7H,,DP20_0D6_9_8X11_8X5_9MM,406.4,317.08,0,YES
J8,USB3.0_DUAL TYPE A_18+4P_USB3_1,UAA111C-84161-4H,,USB3_1_2D0_17_5X13_6X15_69MM,-440.38,412.79,0,YES
J9,RJ45_LPJG0933HENL_RJ45_18P_LPJG,LPJG0933HENL,,RJ45_18P_LPJG0801HBNL,-1184.58,456.37,0,YES
J10,HEADER 2X8 1357_HEADER2X8_SMD_1,Header 2x8 1.27mm,,HEADER2X8_SMD_1D27,-1714.39,757.43,90,YES
J11,HEADER 2X5_1_CONNECT10_1D27_12_,TC2050-IDC,,CONNECT10_1D27_12_4X6_7MM,-1749,1942,270,NO
